Serial: 350457791321134_20260122
Time; Humidity; Temperature
2026-01-23T12:59:44Z; 22.5; 20.7
2026-01-23T12:58:44Z; 22.6; 20.7
2026-01-23T12:57:44Z; 22.8; 20.7
2026-01-23T12:56:44Z; 22.8; 20.7
2026-01-23T12:55:44Z; 22.8; 20.7
2026-01-23T12:54:41Z; 22.7; 20.7
2026-01-23T12:53:41Z; 22.7; 20.7
2026-01-23T12:52:41Z; 22.8; 20.7
2026-01-23T12:51:41Z; 22.7; 20.7
2026-01-23T12:50:41Z; 22.8; 20.7
2026-01-23T12:49:40Z; 22.8; 20.7
2026-01-23T12:48:40Z; 22.7; 20.7
2026-01-23T12:47:40Z; 22.6; 20.7
2026-01-23T12:46:40Z; 22.8; 20.8
2026-01-23T12:45:40Z; 22.6; 20.7
2026-01-23T12:44:38Z; 22.8; 20.7
2026-01-23T12:43:38Z; 22.7; 20.7
2026-01-23T12:42:38Z; 22.7; 20.7
2026-01-23T12:41:38Z; 22.7; 20.7
2026-01-23T12:40:38Z; 22.8; 20.7
2026-01-23T12:39:35Z; 22.7; 20.7
2026-01-23T12:38:35Z; 22.7; 20.7
2026-01-23T12:37:35Z; 22.6; 20.7
2026-01-23T12:36:35Z; 22.8; 20.7
2026-01-23T12:35:35Z; 22.7; 20.7
2026-01-23T12:34:33Z; 22.9; 20.7
2026-01-23T12:33:33Z; 22.7; 20.7
2026-01-23T12:32:33Z; 22.6; 20.7
2026-01-23T12:31:33Z; 22.8; 20.7
2026-01-23T12:30:33Z; 22.7; 20.7
2026-01-23T12:29:31Z; 22.7; 20.7
2026-01-23T12:28:31Z; 22.7; 20.6
2026-01-23T12:27:31Z; 22.4; 20.7
2026-01-23T12:26:31Z; 22.9; 20.7
2026-01-23T12:25:31Z; 22.9; 20.7
2026-01-23T12:24:28Z; 23.0; 20.7
2026-01-23T12:23:28Z; 22.9; 20.7
2026-01-23T12:22:28Z; 22.8; 20.7
2026-01-23T12:21:28Z; 22.8; 20.7
2026-01-23T12:20:28Z; 22.7; 20.7
2026-01-23T12:19:26Z; 22.8; 20.7
2026-01-23T12:18:26Z; 22.6; 20.7
2026-01-23T12:17:26Z; 22.9; 20.6
2026-01-23T12:16:26Z; 22.7; 20.7
2026-01-23T12:15:26Z; 22.7; 20.6
2026-01-23T12:14:24Z; 22.7; 20.6
2026-01-23T12:13:24Z; 22.8; 20.7
2026-01-23T12:12:24Z; 22.7; 20.6
2026-01-23T12:11:24Z; 22.7; 20.6
2026-01-23T12:10:24Z; 22.7; 20.7
2026-01-23T12:09:21Z; 22.6; 20.7
2026-01-23T12:08:21Z; 22.7; 20.7
2026-01-23T12:07:21Z; 22.8; 20.7
2026-01-23T12:06:21Z; 22.8; 20.6
2026-01-23T12:05:21Z; 22.7; 20.7
2026-01-23T12:04:20Z; 22.7; 20.7
2026-01-23T12:03:20Z; 22.7; 20.7
2026-01-23T12:02:20Z; 22.4; 20.7
2026-01-23T12:01:20Z; 22.3; 20.7
2026-01-23T12:00:20Z; 22.6; 20.6
2026-01-23T11:59:17Z; 22.7; 20.6
2026-01-23T11:58:17Z; 22.6; 20.6
2026-01-23T11:57:17Z; 22.6; 20.6
2026-01-23T11:56:17Z; 22.6; 20.6
2026-01-23T11:55:17Z; 22.5; 20.6
2026-01-23T11:54:15Z; 22.6; 20.6
