Serial: 350457791321134
Time; Humidity; Temperature
2025-10-31T10:33:03.000; 36.6; 20.6
2025-10-31T10:28:03.000; 36.5; 20.5
2025-10-31T10:23:03.000; 35.8; 20.5
2025-10-31T10:18:03.000; 36.4; 20.5
2025-10-31T10:13:03.000; 36.9; 20.5
2025-10-31T10:08:03.000; 36.4; 20.5
2025-10-31T10:03:03.000; 37.3; 20.5
2025-10-31T09:58:03.000; 37.2; 20.6
2025-10-31T09:53:03.000; 37.5; 20.8
2025-10-31T09:48:03.000; 37.0; 20.5
2025-10-31T09:43:03.000; 37.4; 20.5
2025-10-31T09:38:03.000; 37.8; 20.4
2025-10-31T09:33:03.000; 38.0; 20.5
2025-10-31T09:28:03.000; 38.5; 20.5
2025-10-31T09:23:03.000; 38.8; 20.5
2025-10-31T09:18:03.000; 39.1; 20.5
2025-10-31T09:13:02.000; 39.5; 20.4
2025-10-31T09:08:02.000; 40.1; 20.5
2025-10-31T09:03:02.000; 40.3; 20.4
2025-10-31T08:58:02.000; 40.8; 20.4
2025-10-31T08:53:03.000; 41.4; 20.4
2025-10-31T08:48:03.000; 41.8; 20.4
2025-10-31T08:43:03.000; 42.6; 20.3
2025-10-31T08:38:03.000; 42.3; 20.3
2025-10-31T08:33:03.000; 42.3; 20.3
2025-10-31T08:28:03.000; 42.4; 20.3
2025-10-31T08:23:03.000; 42.3; 20.3
2025-10-31T08:18:03.000; 42.3; 20.3
2025-10-31T08:13:03.000; 42.3; 20.3
2025-10-31T08:08:03.000; 42.3; 20.2
2025-10-31T08:03:03.000; 42.3; 20.2
2025-10-31T07:58:03.000; 42.0; 20.2
2025-10-31T07:53:02.000; 42.2; 20.2
2025-10-31T07:48:02.000; 42.0; 20.2
2025-10-31T07:43:02.000; 42.1; 20.2
2025-10-31T07:38:02.000; 41.9; 20.2
2025-10-31T07:33:03.000; 41.5; 20.2
2025-10-31T07:28:03.000; 41.6; 20.2
2025-10-31T07:23:03.000; 41.5; 20.2
2025-10-31T07:18:03.000; 41.3; 20.2
2025-10-31T07:13:04.000; 41.0; 20.2
2025-10-31T07:08:04.000; 41.1; 20.1
2025-10-31T07:03:04.000; 40.4; 20.1
2025-10-31T06:58:04.000; 40.1; 20.0
2025-10-31T06:53:04.000; 40.1; 19.9
2025-10-31T06:48:04.000; 39.9; 19.9
2025-10-31T06:43:04.000; 39.9; 19.9
2025-10-31T06:38:04.000; 39.9; 19.9
2025-10-31T06:33:04.000; 40.0; 19.9
2025-10-31T06:28:04.000; 40.1; 19.9
2025-10-31T06:23:04.000; 40.1; 19.9
2025-10-31T06:18:04.000; 40.1; 19.9
2025-10-31T06:13:04.000; 40.2; 19.9
2025-10-31T06:08:04.000; 40.3; 19.9
2025-10-31T06:03:04.000; 40.2; 19.9
2025-10-31T05:58:04.000; 40.2; 19.9
2025-10-31T05:53:04.000; 40.3; 19.9
2025-10-31T05:48:04.000; 40.4; 19.9
2025-10-31T05:43:04.000; 40.4; 19.9
2025-10-31T05:38:04.000; 40.5; 19.9
2025-10-31T05:33:04.000; 40.5; 19.9
2025-10-31T05:28:04.000; 40.6; 19.9
2025-10-31T05:23:04.000; 40.8; 19.9
2025-10-31T05:18:04.000; 40.8; 19.9
2025-10-31T05:13:04.000; 40.8; 20.0
2025-10-31T05:08:04.000; 40.9; 19.9
2025-10-31T05:03:04.000; 41.0; 19.9
2025-10-31T04:58:04.000; 41.0; 19.9
2025-10-31T04:53:04.000; 41.1; 19.9
2025-10-31T04:48:04.000; 41.2; 19.9
2025-10-31T04:43:04.000; 41.2; 20.0
2025-10-31T04:38:04.000; 41.3; 20.0
2025-10-31T04:33:04.000; 41.4; 20.0
2025-10-31T04:28:04.000; 41.4; 20.0
2025-10-31T04:23:04.000; 41.5; 20.0
2025-10-31T04:18:04.000; 41.5; 20.0
2025-10-31T04:13:03.000; 41.5; 20.0
2025-10-31T04:08:03.000; 41.6; 20.0
2025-10-31T04:03:03.000; 41.6; 20.0
2025-10-31T03:58:03.000; 41.7; 20.0
2025-10-31T03:53:04.000; 41.8; 20.0
2025-10-31T03:48:04.000; 41.8; 20.0
2025-10-31T03:43:04.000; 41.9; 20.0
2025-10-31T03:38:04.000; 42.0; 20.0
2025-10-31T03:33:04.000; 42.0; 20.0
2025-10-31T03:28:04.000; 42.1; 20.0
2025-10-31T03:23:04.000; 42.2; 20.0
2025-10-31T03:18:04.000; 42.2; 20.0
2025-10-31T03:13:04.000; 42.3; 20.0
2025-10-31T03:08:04.000; 42.3; 20.0
2025-10-31T03:03:04.000; 42.4; 20.0
2025-10-31T02:58:04.000; 42.4; 20.0
2025-10-31T02:53:04.000; 42.4; 20.0
2025-10-31T02:48:04.000; 42.4; 20.1
2025-10-31T02:43:04.000; 42.5; 20.1
2025-10-31T02:38:04.000; 42.5; 20.1
2025-10-31T02:33:04.000; 42.5; 20.1
2025-10-31T02:28:04.000; 42.6; 20.1
2025-10-31T02:23:04.000; 42.6; 20.1
2025-10-31T02:18:04.000; 42.7; 20.1
2025-10-31T02:13:04.000; 42.7; 20.1
2025-10-31T02:08:04.000; 42.7; 20.1
2025-10-31T02:03:04.000; 42.8; 20.1
2025-10-31T01:58:04.000; 42.8; 20.1
2025-10-31T01:53:04.000; 42.8; 20.2
2025-10-31T01:48:04.000; 42.7; 20.2
2025-10-31T01:43:04.000; 42.8; 20.2
2025-10-31T01:38:04.000; 42.7; 20.2
2025-10-31T01:33:04.000; 42.7; 20.2
2025-10-31T01:28:04.000; 42.7; 20.2
2025-10-31T01:23:04.000; 42.8; 20.2
2025-10-31T01:18:04.000; 42.8; 20.2
2025-10-31T01:13:04.000; 42.8; 20.2
2025-10-31T01:08:04.000; 42.9; 20.2
2025-10-31T01:03:04.000; 42.9; 20.2
2025-10-31T00:58:04.000; 42.8; 20.2
2025-10-31T00:53:04.000; 42.8; 20.2
2025-10-31T00:48:04.000; 42.8; 20.3
2025-10-31T00:43:04.000; 42.8; 20.3
2025-10-31T00:38:04.000; 42.8; 20.3
2025-10-31T00:33:04.000; 42.8; 20.3
2025-10-31T00:28:04.000; 42.8; 20.3
2025-10-31T00:23:04.000; 42.8; 20.3
2025-10-31T00:18:04.000; 42.8; 20.3
2025-10-31T00:13:05.000; 42.9; 20.2
2025-10-31T00:08:05.000; 42.9; 20.2
2025-10-31T00:03:05.000; 42.9; 20.3
2025-10-30T23:58:05.000; 42.9; 20.3
2025-10-30T23:53:05.000; 42.9; 20.3
2025-10-30T23:48:05.000; 42.9; 20.3
2025-10-30T23:43:05.000; 42.8; 20.3
2025-10-30T23:38:05.000; 42.8; 20.3
2025-10-30T23:33:04.000; 42.8; 20.3
2025-10-30T23:28:04.000; 42.8; 20.3
2025-10-30T23:23:04.000; 42.9; 20.3
2025-10-30T23:18:04.000; 43.0; 20.3
2025-10-30T23:13:04.000; 43.0; 20.3
2025-10-30T23:08:04.000; 43.0; 20.3
2025-10-30T23:03:04.000; 43.0; 20.3
2025-10-30T22:58:04.000; 43.0; 20.3
2025-10-30T22:53:05.000; 43.0; 20.3
2025-10-30T22:48:05.000; 43.0; 20.4
2025-10-30T22:43:05.000; 42.9; 20.4
2025-10-30T22:38:05.000; 42.9; 20.4
2025-10-30T22:33:05.000; 43.0; 20.4
2025-10-30T22:28:05.000; 43.0; 20.4
2025-10-30T22:23:05.000; 43.0; 20.4
2025-10-30T22:18:05.000; 43.0; 20.4
2025-10-30T22:13:05.000; 43.0; 20.4
2025-10-30T22:08:05.000; 43.0; 20.3
2025-10-30T22:03:05.000; 43.1; 20.4
2025-10-30T21:58:05.000; 43.0; 20.4
2025-10-30T21:53:05.000; 43.0; 20.4
2025-10-30T21:48:05.000; 43.0; 20.4
2025-10-30T21:43:05.000; 43.0; 20.4
2025-10-30T21:38:05.000; 43.0; 20.5
2025-10-30T21:33:05.000; 42.9; 20.5
2025-10-30T21:28:05.000; 43.0; 20.5
2025-10-30T21:23:05.000; 43.0; 20.5
2025-10-30T21:18:05.000; 43.1; 20.5
2025-10-30T21:13:04.000; 43.1; 20.4
2025-10-30T21:08:04.000; 43.1; 20.5
2025-10-30T21:03:04.000; 43.1; 20.5
2025-10-30T20:58:04.000; 43.1; 20.5
2025-10-30T20:53:05.000; 43.1; 20.5
2025-10-30T20:48:05.000; 43.0; 20.5
2025-10-30T20:43:05.000; 43.0; 20.5
2025-10-30T20:38:05.000; 42.9; 20.6
2025-10-30T20:33:05.000; 42.9; 20.6
2025-10-30T20:28:05.000; 43.0; 20.6
2025-10-30T20:23:05.000; 43.0; 20.5
2025-10-30T20:18:05.000; 43.0; 20.5
2025-10-30T20:13:05.000; 43.0; 20.5
2025-10-30T20:08:05.000; 43.0; 20.5
2025-10-30T20:03:05.000; 43.0; 20.5
2025-10-30T19:58:05.000; 43.0; 20.6
2025-10-30T19:53:04.000; 42.9; 20.6
2025-10-30T19:48:04.000; 42.9; 20.6
2025-10-30T19:43:04.000; 42.8; 20.6
2025-10-30T19:38:04.000; 42.8; 20.6
2025-10-30T19:33:04.000; 42.8; 20.7
2025-10-30T19:28:04.000; 42.8; 20.7
2025-10-30T19:23:04.000; 42.8; 20.6
2025-10-30T19:18:04.000; 42.8; 20.6
2025-10-30T19:13:05.000; 42.9; 20.6
2025-10-30T19:08:05.000; 42.9; 20.6
2025-10-30T19:03:05.000; 42.8; 20.6
2025-10-30T18:58:05.000; 42.8; 20.7
2025-10-30T18:53:05.000; 42.7; 20.7
2025-10-30T18:48:05.000; 42.6; 20.7
2025-10-30T18:43:05.000; 42.5; 20.8
2025-10-30T18:38:05.000; 42.6; 20.8
2025-10-30T18:33:05.000; 42.6; 20.8
2025-10-30T18:28:05.000; 42.7; 20.8
2025-10-30T18:23:05.000; 42.7; 20.8
2025-10-30T18:18:05.000; 42.8; 20.8
2025-10-30T18:13:05.000; 43.0; 20.8
2025-10-30T18:08:05.000; 43.0; 20.7
2025-10-30T18:03:05.000; 43.0; 20.8
2025-10-30T17:58:05.000; 43.0; 20.8
2025-10-30T17:53:05.000; 43.0; 20.9
2025-10-30T17:48:05.000; 43.0; 20.9
2025-10-30T17:43:05.000; 43.0; 20.9
2025-10-30T17:38:05.000; 43.0; 20.9
2025-10-30T17:33:05.000; 43.0; 21.0
2025-10-30T17:28:05.000; 43.1; 20.9
2025-10-30T17:23:05.000; 43.2; 20.9
2025-10-30T17:18:05.000; 43.2; 20.9
2025-10-30T17:13:04.000; 43.3; 20.9
2025-10-30T17:08:04.000; 43.1; 20.9
2025-10-30T17:03:04.000; 43.1; 21.0
2025-10-30T16:58:04.000; 43.1; 21.0
2025-10-30T16:53:05.000; 43.1; 21.0
2025-10-30T16:48:05.000; 43.2; 21.1
2025-10-30T16:43:05.000; 43.2; 21.1
2025-10-30T16:38:05.000; 43.3; 21.1
2025-10-30T16:33:05.000; 43.4; 21.0
2025-10-30T16:28:05.000; 43.6; 21.0
2025-10-30T16:23:05.000; 43.7; 21.0
2025-10-30T16:18:05.000; 43.8; 21.0
2025-10-30T16:13:06.000; 44.0; 21.0
2025-10-30T16:08:06.000; 43.9; 21.0
2025-10-30T16:03:06.000; 43.9; 21.0
2025-10-30T15:58:06.000; 44.0; 21.0
2025-10-30T15:53:06.000; 44.0; 21.1
2025-10-30T15:48:06.000; 44.0; 21.1
2025-10-30T15:43:06.000; 44.0; 21.1
2025-10-30T15:38:06.000; 44.1; 21.1
2025-10-30T15:33:06.000; 44.3; 21.1
2025-10-30T15:28:06.000; 44.4; 21.1
2025-10-30T15:23:06.000; 44.7; 21.1
2025-10-30T15:18:06.000; 44.8; 21.1
2025-10-30T15:13:06.000; 44.9; 21.1
2025-10-30T15:08:06.000; 45.1; 21.1
2025-10-30T15:03:06.000; 45.0; 21.1
2025-10-30T14:58:06.000; 45.1; 21.1
2025-10-30T14:53:06.000; 45.2; 21.1
2025-10-30T14:48:06.000; 45.3; 21.1
2025-10-30T14:43:06.000; 45.3; 21.1
2025-10-30T14:38:06.000; 45.4; 21.1
2025-10-30T14:33:05.000; 45.5; 21.1
2025-10-30T14:28:05.000; 45.6; 21.1
2025-10-30T14:23:05.000; 45.6; 21.0
2025-10-30T14:18:05.000; 45.8; 21.0
2025-10-30T14:13:06.000; 45.9; 21.0
2025-10-30T14:08:06.000; 45.9; 21.0
2025-10-30T14:03:06.000; 46.0; 21.0
2025-10-30T13:58:06.000; 46.1; 21.0
2025-10-30T13:53:05.000; 46.2; 21.0
2025-10-30T13:48:05.000; 46.3; 21.0
2025-10-30T13:43:05.000; 46.4; 21.0
2025-10-30T13:38:05.000; 46.3; 21.0
2025-10-30T13:33:06.000; 46.3; 21.0
2025-10-30T13:28:06.000; 46.3; 21.0
2025-10-30T13:23:06.000; 46.4; 21.0
2025-10-30T13:18:06.000; 46.4; 20.9
2025-10-30T13:13:05.000; 46.5; 20.9
2025-10-30T13:08:05.000; 46.5; 20.9
2025-10-30T13:03:05.000; 46.4; 21.0
2025-10-30T12:58:05.000; 46.4; 21.0
2025-10-30T12:53:05.000; 46.3; 21.0
2025-10-30T12:48:05.000; 46.4; 21.0
2025-10-30T12:43:05.000; 46.4; 21.0
2025-10-30T12:38:05.000; 46.4; 21.0
2025-10-30T12:33:06.000; 46.4; 21.0
2025-10-30T12:28:06.000; 46.4; 21.0
2025-10-30T12:23:06.000; 46.4; 20.9
2025-10-30T12:18:06.000; 46.4; 20.9
2025-10-30T12:13:06.000; 46.4; 20.9
2025-10-30T12:08:06.000; 46.3; 20.9
2025-10-30T12:03:06.000; 46.3; 20.9
2025-10-30T11:58:06.000; 46.2; 20.9
2025-10-30T11:53:05.000; 46.1; 20.9
2025-10-30T11:48:05.000; 46.3; 20.9
2025-10-30T11:43:05.000; 46.3; 20.9
2025-10-30T11:38:05.000; 46.3; 20.9
2025-10-30T11:33:06.000; 46.3; 20.8
2025-10-30T11:28:06.000; 46.4; 20.8
2025-10-30T11:23:06.000; 46.4; 20.7
2025-10-30T11:18:06.000; 46.5; 20.8
2025-10-30T11:13:06.000; 46.4; 20.7
2025-10-30T11:08:06.000; 46.5; 20.7
2025-10-30T11:03:06.000; 46.6; 20.7
2025-10-30T10:58:06.000; 46.5; 20.7
2025-10-30T10:53:06.000; 46.6; 20.8
2025-10-30T10:48:06.000; 46.6; 20.8
2025-10-30T10:43:06.000; 46.7; 20.8
2025-10-30T10:38:06.000; 46.7; 20.8
2025-10-30T10:33:06.000; 46.9; 20.7
2025-10-30T10:28:06.000; 47.0; 20.7
2025-10-30T10:23:06.000; 47.2; 20.7
2025-10-30T10:18:06.000; 47.2; 20.7
2025-10-30T10:13:06.000; 47.2; 20.7
2025-10-30T10:08:06.000; 47.1; 20.7
2025-10-30T10:03:06.000; 47.2; 20.8
2025-10-30T09:58:06.000; 47.2; 20.8
2025-10-30T09:53:06.000; 47.3; 20.7
2025-10-30T09:48:06.000; 47.5; 20.8
2025-10-30T09:43:06.000; 47.6; 20.7
2025-10-30T09:38:06.000; 47.9; 20.7
2025-10-30T09:33:06.000; 48.0; 20.6
2025-10-30T09:28:06.000; 48.1; 20.6
2025-10-30T09:23:06.000; 48.2; 20.6
2025-10-30T09:18:06.000; 48.4; 20.6
2025-10-30T09:13:07.000; 48.6; 20.6
2025-10-30T09:08:07.000; 48.6; 20.6
2025-10-30T09:03:07.000; 48.8; 20.6
2025-10-30T08:58:07.000; 48.9; 20.6
2025-10-30T08:53:06.000; 49.2; 20.6
2025-10-30T08:48:06.000; 49.5; 20.6
2025-10-30T08:43:06.000; 49.6; 20.5
2025-10-30T08:38:06.000; 49.6; 20.5
2025-10-30T08:33:07.000; 49.6; 20.5
2025-10-30T08:28:07.000; 49.6; 20.5
2025-10-30T08:23:07.000; 49.4; 20.5
2025-10-30T08:18:07.000; 49.4; 20.5
2025-10-30T08:13:07.000; 49.2; 20.6
2025-10-30T08:08:07.000; 49.0; 20.6
2025-10-30T08:03:07.000; 48.9; 20.6
2025-10-30T07:58:07.000; 48.7; 20.6
2025-10-30T07:53:07.000; 48.4; 20.7
2025-10-30T07:48:07.000; 48.3; 20.7
2025-10-30T07:43:07.000; 48.1; 20.8
2025-10-30T07:38:07.000; 47.7; 20.9
2025-10-30T07:33:07.000; 47.3; 21.0
2025-10-30T07:28:07.000; 46.7; 21.3
2025-10-30T07:23:07.000; 45.6; 21.6
2025-10-30T07:18:07.000; 44.1; 22.1
2025-10-30T07:13:05.000; 42.1; 22.9
2025-10-30T07:08:05.000; 39.0; 24.3
2025-10-30T07:03:05.000; 34.2; 26.7
2025-10-30T06:58:05.000; 26.8; 31.8
2025-10-30T06:53:07.000; 80.1; 39.8
2025-10-30T06:48:07.000; 80.2; 39.8
2025-10-30T06:43:07.000; 80.1; 39.8
2025-10-30T06:38:07.000; 80.3; 39.8
2025-10-30T06:33:07.000; 80.2; 39.8
2025-10-30T06:28:07.000; 80.1; 39.8
2025-10-30T06:23:07.000; 80.2; 39.8
2025-10-30T06:18:07.000; 80.3; 39.8
2025-10-30T06:13:07.000; 80.1; 39.8
2025-10-30T06:08:07.000; 80.0; 39.8
2025-10-30T06:03:07.000; 80.1; 39.8
2025-10-30T05:58:07.000; 80.0; 39.8
2025-10-30T05:53:06.000; 80.0; 39.8
2025-10-30T05:48:06.000; 80.0; 39.8
2025-10-30T05:43:06.000; 80.0; 39.8
2025-10-30T05:38:06.000; 80.0; 39.8
2025-10-30T05:33:07.000; 79.9; 39.8
2025-10-30T05:28:07.000; 79.9; 39.8
2025-10-30T05:23:07.000; 79.9; 39.8
2025-10-30T05:18:07.000; 79.9; 39.8
2025-10-30T05:13:07.000; 79.8; 39.9
2025-10-30T05:08:07.000; 79.8; 39.8
2025-10-30T05:03:07.000; 79.7; 39.8
2025-10-30T04:58:07.000; 79.8; 39.8
2025-10-30T04:53:07.000; 79.8; 39.9
2025-10-30T04:48:07.000; 79.7; 39.9
2025-10-30T04:43:07.000; 79.6; 39.9
2025-10-30T04:38:07.000; 79.6; 39.8
2025-10-30T04:33:06.000; 79.5; 39.9
2025-10-30T04:28:06.000; 79.7; 39.9
2025-10-30T04:23:06.000; 79.5; 39.9
2025-10-30T04:18:06.000; 79.4; 39.9
2025-10-30T04:13:07.000; 79.4; 39.9
2025-10-30T04:08:07.000; 79.2; 39.9
2025-10-30T04:03:07.000; 79.2; 39.9
2025-10-30T03:58:07.000; 79.3; 39.9
2025-10-30T03:53:07.000; 79.0; 39.9
2025-10-30T03:48:07.000; 79.1; 39.9
2025-10-30T03:43:07.000; 78.8; 40.0
2025-10-30T03:38:07.000; 78.7; 40.0
2025-10-30T03:33:07.000; 78.6; 40.0
2025-10-30T03:28:07.000; 78.4; 40.0
2025-10-30T03:23:07.000; 78.2; 40.0
2025-10-30T03:18:07.000; 78.0; 40.1
2025-10-30T03:13:06.000; 77.7; 40.1
2025-10-30T03:08:06.000; 77.4; 40.1
2025-10-30T03:03:06.000; 76.6; 40.2
2025-10-30T02:58:06.000; 64.8; 40.1
2025-10-30T02:53:07.000; 23.2; 39.8
2025-10-30T02:48:07.000; 23.2; 39.8
