Serial: 350457791342064_20260122
Time; Humidity; Temperature
2026-01-23T12:47:04Z; 25.2; 20.7
2026-01-23T12:42:04Z; 25.2; 20.7
2026-01-23T12:37:04Z; 25.3; 20.7
2026-01-23T12:32:04Z; 25.4; 20.7
2026-01-23T12:26:20Z; 25.1; 20.6
2026-01-23T12:21:20Z; 25.1; 20.7
2026-01-23T12:16:20Z; 25.0; 20.6
2026-01-23T12:11:20Z; 25.1; 20.6
2026-01-23T12:06:18Z; 25.1; 20.6
2026-01-23T12:01:18Z; 24.7; 20.6
2026-01-23T11:56:18Z; 25.0; 20.6
2026-01-23T11:51:18Z; 25.0; 20.6
2026-01-23T11:46:16Z; 24.9; 20.6
2026-01-23T11:41:16Z; 24.4; 20.6
2026-01-23T11:36:16Z; 24.4; 20.6
2026-01-23T11:31:16Z; 23.9; 20.6
2026-01-23T11:26:14Z; 24.3; 20.6
2026-01-23T11:21:14Z; 24.5; 20.6
2026-01-23T11:16:14Z; 24.3; 20.6
2026-01-23T11:11:14Z; 24.4; 20.5
2026-01-23T11:06:12Z; 24.9; 20.5
2026-01-23T11:01:12Z; 24.8; 20.4
2026-01-23T10:56:12Z; 25.5; 20.5
2026-01-23T10:51:12Z; 24.5; 20.5
2026-01-23T10:46:10Z; 24.6; 20.5
2026-01-23T10:41:10Z; 24.7; 20.5
2026-01-23T10:36:10Z; 24.6; 20.5
2026-01-23T10:31:10Z; 23.9; 20.5
2026-01-23T10:26:09Z; 24.7; 20.5
2026-01-23T10:21:09Z; 24.7; 20.5
2026-01-23T10:16:09Z; 24.2; 20.5
2026-01-23T10:11:09Z; 24.7; 20.5
2026-01-23T10:06:07Z; 24.5; 20.5
2026-01-23T10:01:07Z; 24.9; 20.5
2026-01-23T09:56:07Z; 24.3; 20.5
2026-01-23T09:51:07Z; 24.4; 20.5
2026-01-23T09:46:05Z; 25.1; 20.5
2026-01-23T09:41:05Z; 24.9; 20.5
2026-01-23T09:36:05Z; 24.7; 20.5
2026-01-23T09:31:05Z; 24.0; 20.4
2026-01-23T09:26:02Z; 25.2; 20.4
2026-01-23T09:21:02Z; 25.1; 20.4
2026-01-23T09:16:02Z; 25.2; 20.4
2026-01-23T09:11:02Z; 25.2; 20.4
2026-01-23T09:05:59Z; 25.2; 20.4
2026-01-23T09:00:59Z; 25.1; 20.4
2026-01-23T08:55:59Z; 24.8; 20.4
2026-01-23T08:50:59Z; 25.2; 20.4
2026-01-23T08:45:56Z; 25.4; 20.3
2026-01-23T08:40:56Z; 25.7; 20.4
2026-01-23T08:35:56Z; 25.5; 20.4
2026-01-23T08:30:56Z; 25.4; 20.4
2026-01-23T08:25:55Z; 25.6; 20.4
2026-01-23T08:20:55Z; 25.8; 20.4
2026-01-23T08:15:55Z; 25.6; 20.4
2026-01-23T08:10:55Z; 26.0; 20.4
2026-01-23T08:05:53Z; 26.3; 20.4
2026-01-23T08:00:53Z; 26.4; 20.4
2026-01-23T07:55:53Z; 26.3; 20.4
2026-01-23T07:50:53Z; 26.5; 20.4
2026-01-23T07:45:51Z; 26.5; 20.4
2026-01-23T07:40:51Z; 25.3; 20.4
2026-01-23T07:35:51Z; 26.4; 20.4
2026-01-23T07:30:51Z; 27.2; 20.5
2026-01-23T07:25:49Z; 27.4; 20.5
2026-01-23T07:20:49Z; 27.4; 20.5
2026-01-23T07:15:49Z; 27.9; 20.5
2026-01-23T07:10:49Z; 27.9; 20.5
2026-01-23T07:05:47Z; 28.8; 20.5
2026-01-23T07:00:47Z; 28.9; 20.6
