Serial: 350457791340795
Time; Humidity; Temperature
2025-10-31T10:26:27.000; 37.5; 20.5
2025-10-31T10:21:27.000; 37.6; 20.5
2025-10-31T10:16:27.000; 37.4; 20.5
2025-10-31T10:11:27.000; 37.8; 20.5
2025-10-31T10:06:27.000; 38.0; 20.5
2025-10-31T10:01:27.000; 37.8; 20.5
2025-10-31T09:56:27.000; 38.0; 20.6
2025-10-31T09:51:27.000; 37.8; 20.5
2025-10-31T09:46:27.000; 37.8; 20.5
2025-10-31T09:41:27.000; 38.1; 20.5
2025-10-31T09:36:27.000; 38.5; 20.5
2025-10-31T09:31:27.000; 38.9; 20.5
2025-10-31T09:26:27.000; 39.2; 20.5
2025-10-31T09:21:27.000; 39.6; 20.5
2025-10-31T09:16:27.000; 39.9; 20.5
2025-10-31T09:11:27.000; 40.2; 20.5
2025-10-31T09:06:27.000; 40.6; 20.4
2025-10-31T09:01:27.000; 41.0; 20.5
2025-10-31T08:56:27.000; 41.4; 20.4
2025-10-31T08:51:27.000; 41.9; 20.4
2025-10-31T08:46:27.000; 42.4; 20.4
2025-10-31T08:41:27.000; 42.9; 20.3
2025-10-31T08:36:27.000; 42.8; 20.3
2025-10-31T08:31:27.000; 42.6; 20.3
2025-10-31T08:26:27.000; 42.5; 20.3
2025-10-31T08:21:27.000; 42.6; 20.3
2025-10-31T08:16:27.000; 42.7; 20.3
2025-10-31T08:11:27.000; 42.8; 20.3
2025-10-31T08:06:27.000; 42.8; 20.2
2025-10-31T08:01:27.000; 42.7; 20.2
2025-10-31T07:56:27.000; 42.6; 20.2
2025-10-31T07:51:27.000; 42.5; 20.2
2025-10-31T07:46:27.000; 42.7; 20.2
2025-10-31T07:41:27.000; 42.3; 20.2
2025-10-31T07:36:27.000; 42.1; 20.2
2025-10-31T07:31:27.000; 42.1; 20.2
2025-10-31T07:26:27.000; 42.1; 20.2
2025-10-31T07:21:27.000; 41.8; 20.2
2025-10-31T07:16:27.000; 41.7; 20.2
2025-10-31T07:11:27.000; 41.5; 20.2
2025-10-31T07:06:26.000; 41.1; 20.1
2025-10-31T07:01:26.000; 41.0; 20.1
2025-10-31T06:56:26.000; 40.7; 20.0
2025-10-31T06:51:26.000; 40.4; 19.9
2025-10-31T06:46:28.000; 40.4; 19.9
2025-10-31T06:41:28.000; 40.4; 19.9
2025-10-31T06:36:28.000; 40.5; 19.9
2025-10-31T06:31:28.000; 40.5; 19.9
2025-10-31T06:26:28.000; 40.5; 19.9
2025-10-31T06:21:28.000; 40.6; 19.9
2025-10-31T06:16:28.000; 40.6; 19.9
2025-10-31T06:11:28.000; 40.7; 19.9
2025-10-31T06:06:28.000; 40.7; 19.9
2025-10-31T06:01:28.000; 40.7; 19.9
2025-10-31T05:56:28.000; 40.8; 19.9
2025-10-31T05:51:28.000; 40.8; 19.9
2025-10-31T05:46:28.000; 40.9; 19.9
2025-10-31T05:41:28.000; 40.9; 19.9
2025-10-31T05:36:28.000; 41.0; 19.9
